index,Ch0,Ch1
31739,1776,1762
31740,1776,1761
31741,1776,1762
31742,1776,1763
31743,1776,1763
31744,1776,1759
31745,1777,1761
31746,1777,1761
31747,1776,1764
31748,1776,1761
31749,1776,1761
31750,1776,1761
31751,1776,1761
31752,1776,1763
31753,1776,1761
31754,1776,1761
31755,1775,1759
31756,1776,1760
31757,1775,1759
31758,1776,1761
31759,1775,1760
31760,1774,1759
31761,1775,1762
31762,1776,1760
31763,1776,1761
31764,1776,1757
31765,1775,1761
31766,1774,1761
31767,1773,1759
31768,1775,1761
31769,1774,1760
31770,1775,1760
31771,1775,1761
31772,1775,1761
31773,1775,1762
31774,1777,1760
31775,1775,1760
31776,1776,1759
31777,1776,1761
31778,1776,1759
31779,1776,1759
31780,1776,1759
31781,1776,1758
31782,1776,1760
31783,1777,1760
31784,1776,1758
31785,1776,1761
31786,1776,1761
31787,1776,1760
31788,1776,1761
31789,1776,1761
31790,1777,1762
31791,1776,1761
31792,1777,1761
31793,1776,1761
31794,1777,1761
31795,1776,1762
31796,1776,1761
31797,1776,1760
31798,1776,1759
31799,1776,1760
31800,1775,1759
31801,1775,1759
31802,1775,1760
31803,1775,1759
31804,1776,1762
31805,1776,1761
31806,1774,1758
31807,1775,1759
31808,1774,1760
31809,1772,1760
31810,1775,1761
31811,1776,1760
31812,1776,1761
31813,1776,1761
31814,1775,1759
31815,1776,1760
31816,1776,1759
31817,1776,1760
31818,1776,1762
31819,1777,1759
31820,1776,1761
31821,1777,1759
31822,1776,1761
31823,1776,1762
31824,1776,1760
31825,1776,1763
31826,1776,1761
31827,1776,1759
31828,1776,1761
31829,1776,1759
31830,1776,1757
31831,1777,1760
31832,1776,1763
31833,1776,1760
31834,1776,1759
31835,1776,1756
31836,1775,1759
31837,1774,1759
31838,1776,1758
31839,1773,1757
31840,1775,1759
31841,1775,1759
31842,1776,1760
31843,1774,1757
31844,1775,1759
31845,1776,1759
31846,1776,1760
31847,1775,1760
31848,1775,1759
31849,1776,1759
31850,1776,1760
31851,1775,1760
31852,1775,1760
31853,1776,1760
31854,1776,1759
