index,Ch0,Ch1
120826,1776,1762
120827,1776,1763
120828,1779,1765
120829,1777,1766
120830,1778,1765
120831,1781,1765
120832,1780,1763
120833,1780,1762
120834,1779,1762
120835,1779,1759
120836,1781,1762
120837,1781,1761
120838,1782,1760
120839,1783,1762
120840,1781,1762
120841,1781,1761
120842,1778,1761
120843,1777,1762
120844,1777,1763
120845,1777,1763
120846,1779,1763
120847,1777,1765
120848,1778,1765
120849,1776,1761
120850,1776,1762
120851,1776,1762
120852,1776,1762
120853,1776,1763
120854,1776,1762
120855,1776,1767
120856,1776,1763
120857,1776,1763
120858,1776,1764
120859,1776,1765
120860,1776,1765
120861,1776,1765
120862,1776,1763
120863,1776,1763
120864,1777,1763
120865,1777,1761
120866,1777,1761
120867,1778,1763
120868,1777,1762
120869,1778,1762
120870,1776,1763
120871,1778,1760
120872,1777,1765
120873,1779,1761
120874,1778,1761
120875,1779,1761
120876,1779,1760
120877,1781,1761
120878,1781,1760
120879,1777,1760
120880,1777,1759
120881,1779,1760
120882,1778,1761
120883,1779,1759
120884,1777,1761
120885,1777,1763
120886,1777,1762
120887,1778,1763
120888,1776,1762
120889,1777,1763
120890,1779,1760
120891,1776,1760
120892,1776,1760
120893,1775,1761
120894,1775,1762
120895,1776,1762
120896,1777,1762
120897,1776,1763
120898,1776,1761
120899,1776,1762
120900,1776,1763
120901,1776,1762
120902,1776,1762
120903,1776,1763
120904,1776,1762
120905,1777,1762
120906,1779,1763
120907,1776,1764
120908,1779,1763
120909,1778,1760
120910,1777,1763
120911,1778,1760
120912,1778,1762
120913,1777,1761
120914,1778,1761
120915,1779,1762
120916,1778,1761
120917,1779,1763
120918,1781,1762
120919,1781,1762
120920,1782,1760
120921,1779,1763
120922,1777,1762
120923,1777,1763
120924,1776,1763
120925,1776,1763
120926,1778,1762
120927,1776,1762
120928,1776,1761
120929,1776,1761
120930,1776,1763
120931,1776,1761
120932,1776,1761
120933,1776,1761
120934,1776,1763
120935,1776,1763
120936,1776,1765
120937,1773,1763
120938,1776,1762
120939,1776,1763
120940,1776,1761
120941,1776,1763
120942,1777,1763
120943,1777,1766
120944,1776,1766
120945,1777,1763
120946,1776,1765
120947,1778,1761
120948,1779,1763
120949,1779,1761
120950,1776,1762
120951,1780,1759
120952,1781,1763
120953,1780,1762
120954,1779,1763
120955,1782,1761
120956,1780,1759
120957,1780,1761
120958,1778,1759
120959,1781,1759
120960,1780,1761
120961,1779,1761
120962,1778,1761
120963,1779,1759
120964,1781,1762
120965,1776,1759
120966,1777,1763
120967,1777,1761
120968,1776,1763
120969,1777,1762
120970,1776,1762
120971,1776,1762
120972,1776,1761
120973,1776,1762
120974,1776,1762
120975,1776,1762
120976,1776,1760
120977,1776,1762
120978,1776,1762
120979,1776,1760
120980,1776,1763
120981,1776,1763
120982,1777,1761
120983,1777,1765
120984,1776,1761
120985,1777,1763
120986,1778,1763
120987,1780,1763
120988,1777,1764
120989,1778,1765
120990,1780,1763
120991,1779,1761
120992,1782,1762
120993,1782,1765
120994,1782,1761
120995,1784,1762
120996,1781,1762
120997,1782,1762
120998,1781,1763
120999,1781,1764
121000,1778,1763
121001,1779,1761
121002,1778,1761
121003,1778,1762
121004,1776,1760
121005,1777,1760
121006,1776,1761
121007,1776,1760
121008,1776,1763
121009,1776,1760
121010,1775,1762
121011,1776,1763
121012,1776,1763
121013,1776,1762
121014,1776,1762
121015,1776,1762
121016,1776,1762
121017,1776,1761
121018,1776,1762
121019,1776,1761
121020,1776,1761
121021,1778,1761
121022,1777,1765
121023,1778,1763
121024,1778,1762
121025,1779,1761
121026,1781,1763
121027,1782,1763
121028,1783,1762
121029,1778,1760
121030,1782,1761
121031,1782,1763
121032,1779,1762
121033,1782,1761
121034,1782,1763
121035,1783,1763
121036,1785,1762
121037,1783,1762
121038,1783,1762
121039,1780,1762
121040,1783,1762
121041,1781,1764
121042,1780,1761
121043,1779,1760
121044,1777,1761
121045,1778,1760
121046,1778,1762
121047,1777,1764
121048,1777,1762
121049,1778,1762
121050,1777,1761
121051,1776,1761
121052,1776,1763
121053,1776,1763
121054,1776,1762
121055,1776,1760
121056,1776,1763
121057,1776,1765
121058,1776,1761
121059,1776,1762
121060,1778,1763
121061,1777,1761
121062,1776,1761
121063,1777,1761
121064,1779,1763
121065,1779,1762
121066,1783,1763
121067,1782,1759
121068,1782,1759
121069,1779,1760
121070,1783,1761
121071,1783,1761
121072,1782,1763
121073,1781,1760
121074,1782,1760
121075,1779,1761
121076,1780,1762
121077,1779,1760
121078,1780,1763
121079,1779,1763
121080,1779,1761
121081,1781,1761
121082,1777,1761
121083,1778,1761
121084,1777,1761
121085,1776,1761
121086,1776,1761
121087,1778,1761
121088,1776,1761
121089,1777,1760
121090,1777,1761
121091,1777,1760
121092,1776,1761
121093,1776,1763
121094,1776,1762
121095,1776,1762
121096,1776,1762
121097,1777,1766
121098,1777,1762
121099,1776,1762
121100,1777,1763
121101,1777,1762
121102,1780,1761
121103,1778,1762
121104,1777,1761
121105,1779,1762
121106,1776,1763
121107,1778,1761
121108,1778,1762
121109,1782,1765
121110,1783,1762
121111,1782,1763
121112,1783,1763
121113,1783,1764
121114,1785,1761
121115,1782,1762
121116,1783,1759
121117,1785,1760
121118,1783,1759
121119,1782,1762
121120,1779,1761
121121,1779,1763
121122,1783,1763
121123,1780,1761
121124,1777,1761
121125,1776,1762
121126,1776,1762
121127,1777,1762
121128,1776,1764
121129,1777,1763
121130,1776,1763
121131,1777,1765
121132,1777,1762
121133,1776,1762
121134,1776,1765
121135,1776,1764
121136,1777,1763
121137,1778,1762
121138,1779,1763
121139,1783,1763
121140,1780,1760
121141,1779,1763
121142,1778,1762
121143,1778,1762
121144,1782,1760
121145,1781,1761
121146,1779,1760
121147,1779,1761
121148,1781,1761
121149,1782,1764
121150,1782,1763
121151,1783,1760
121152,1783,1762
121153,1781,1761
121154,1782,1762
121155,1783,1763
121156,1782,1763
121157,1782,1761
121158,1782,1763
121159,1782,1759
121160,1780,1762
121161,1777,1761
121162,1778,1763
121163,1781,1763
121164,1778,1760
121165,1777,1760
121166,1776,1761
121167,1776,1761
121168,1777,1762
121169,1776,1762
121170,1776,1763
121171,1776,1763
121172,1776,1762
121173,1776,1762
121174,1776,1763
121175,1776,1762
121176,1779,1763
121177,1777,1761
121178,1777,1764
121179,1777,1763
121180,1778,1765
121181,1778,1761
121182,1779,1763
121183,1780,1762
121184,1783,1762
121185,1779,1762
121186,1782,1761
121187,1780,1759
121188,1781,1761
121189,1782,1759
121190,1781,1762
121191,1782,1761
121192,1781,1760
121193,1782,1760
121194,1781,1762
121195,1783,1761
121196,1781,1763
121197,1779,1762
121198,1781,1762
121199,1781,1763
121200,1779,1765
121201,1778,1761
121202,1778,1762
121203,1778,1761
121204,1776,1761
121205,1777,1761
121206,1778,1762
121207,1776,1763
121208,1776,1763
121209,1777,1765
121210,1776,1762
121211,1776,1762
121212,1777,1761
121213,1776,1763
121214,1776,1758
121215,1776,1762
121216,1779,1762
121217,1779,1763
121218,1781,1761
121219,1780,1762
121220,1779,1759
121221,1783,1763
121222,1779,1759
121223,1779,1761
121224,1782,1761
121225,1783,1761
121226,1781,1762
121227,1783,1761
121228,1783,1759
121229,1782,1762
121230,1781,1761
121231,1782,1760
121232,1779,1761
121233,1781,1762
121234,1779,1761
121235,1779,1759
121236,1779,1761
121237,1779,1762
121238,1779,1759
121239,1779,1760
121240,1778,1762
121241,1779,1759
121242,1779,1763
121243,1779,1763
121244,1777,1763
121245,1778,1764
121246,1779,1763
121247,1777,1762
121248,1776,1763
121249,1776,1763
121250,1776,1763
121251,1776,1762
121252,1776,1762
121253,1776,1762
121254,1776,1761
121255,1776,1761
121256,1776,1757
121257,1776,1760
121258,1777,1762
121259,1779,1761
121260,1779,1763
121261,1777,1761
121262,1780,1765
121263,1782,1763
121264,1780,1762
121265,1781,1760
121266,1780,1761
121267,1781,1761
121268,1780,1761
121269,1779,1762
121270,1782,1764
121271,1781,1760
121272,1781,1763
121273,1785,1763
121274,1783,1760
121275,1782,1764
121276,1781,1761
121277,1779,1762
121278,1782,1763
121279,1779,1763
121280,1779,1761
121281,1778,1762
121282,1778,1762
121283,1776,1762
121284,1776,1764
121285,1777,1762
121286,1776,1763
121287,1777,1763
121288,1776,1760
121289,1776,1759
121290,1776,1761
121291,1776,1763
121292,1776,1759
121293,1776,1762
121294,1776,1761
121295,1776,1760
121296,1775,1762
121297,1776,1761
121298,1776,1761
121299,1776,1761
121300,1776,1763
121301,1777,1760
121302,1776,1761
121303,1780,1759
121304,1778,1761
121305,1779,1761
121306,1779,1761
121307,1779,1765
121308,1779,1759
121309,1778,1761
121310,1779,1760
121311,1782,1763
121312,1779,1761
121313,1781,1761
121314,1779,1761
121315,1779,1763
121316,1778,1761
121317,1777,1762
121318,1776,1762
121319,1777,1763
121320,1776,1761
121321,1776,1763
121322,1777,1761
121323,1777,1763
121324,1776,1762
121325,1776,1762
121326,1777,1763
121327,1776,1761
121328,1776,1763
121329,1776,1760
121330,1778,1762
121331,1777,1763
121332,1776,1764
121333,1777,1763
121334,1776,1760
121335,1776,1763
121336,1776,1760
121337,1776,1760
121338,1779,1760
121339,1779,1760
121340,1780,1761
121341,1779,1759
121342,1781,1760
121343,1782,1759
121344,1783,1760
121345,1780,1760
121346,1781,1760
121347,1778,1761
121348,1782,1759
121349,1782,1761
121350,1781,1761
121351,1782,1760
121352,1782,1761
121353,1777,1761
121354,1781,1761
121355,1779,1759
121356,1778,1762
121357,1779,1760
121358,1776,1758
121359,1778,1760
121360,1776,1762
121361,1776,1763
121362,1776,1760
121363,1776,1760
121364,1776,1761
121365,1775,1763
121366,1776,1762
121367,1776,1763
121368,1776,1762
121369,1776,1765
121370,1776,1764
121371,1776,1761
121372,1776,1762
121373,1776,1764
121374,1774,1761
121375,1776,1760
121376,1776,1763
121377,1776,1761
121378,1777,1762
121379,1777,1760
121380,1776,1763
121381,1778,1759
121382,1779,1762
121383,1777,1762
121384,1781,1761
121385,1782,1765
121386,1780,1760
121387,1782,1761
121388,1783,1763
121389,1781,1764
121390,1781,1764
121391,1778,1760
121392,1781,1762
121393,1780,1763
121394,1778,1761
121395,1778,1762
121396,1777,1762
121397,1778,1760
121398,1776,1761
121399,1777,1763
121400,1777,1763
121401,1777,1759
121402,1776,1765
121403,1778,1760
121404,1777,1761
121405,1776,1763
121406,1776,1761
121407,1776,1762
121408,1776,1761
121409,1776,1762
121410,1776,1761
121411,1776,1760
121412,1776,1761
121413,1776,1761
121414,1776,1759
121415,1776,1762
121416,1777,1765
121417,1778,1762
121418,1777,1762
121419,1776,1762
121420,1777,1763
121421,1778,1763
121422,1779,1762
121423,1776,1762
121424,1777,1761
121425,1779,1762
121426,1781,1763
121427,1778,1762
121428,1779,1760
121429,1779,1762
121430,1781,1762
121431,1781,1761
121432,1779,1760
121433,1779,1762
121434,1779,1760
121435,1779,1763
121436,1778,1763
121437,1776,1761
121438,1776,1765
121439,1776,1763
121440,1776,1762
121441,1776,1761
121442,1776,1763
121443,1776,1763
121444,1776,1761
121445,1776,1762
121446,1776,1765
121447,1776,1764
121448,1775,1762
121449,1776,1762
121450,1776,1762
121451,1775,1762
121452,1773,1760
121453,1773,1760
121454,1776,1761
121455,1775,1761
121456,1776,1760
121457,1777,1762
